"year","month","start station id","start station name","start station latitude","start station longitude","num_trips"
"2018","01","515","W 43 St & 10 Ave","40.76009437","-73.99461843","1810"
"2018","01","167","E 39 St & 3 Ave","40.7489006","-73.97604882","1809"
"2018","01","448","W 37 St & 10 Ave","40.75660359","-73.9979009","1805"
"2018","01","530","11 Ave & W 59 St","40.771522","-73.990541","1804"
"2018","01","265","Stanton St & Chrystie St","40.72229346","-73.99147535","1803"
"2018","01","388","W 26 St & 10 Ave","40.749717753","-74.002950346","1803"
"2018","01","267","Broadway & W 36 St","40.75097711","-73.98765428","1803"
"2018","01","502","Henry St & Grand St","40.714215","-73.981346","1803"
"2018","01","403","E 2 St & 2 Ave","40.72502876","-73.99069656","1801"
"2018","01","335","Washington Pl & Broadway","40.72903917","-73.99404649","1794"
"2018","01","514","12 Ave & W 40 St","40.76087502","-74.00277668","1776"
"2018","01","345","W 13 St & 6 Ave","40.73649403","-73.99704374","1754"
"2018","01","251","Mott St & Prince St","40.72317958","-73.99480012","1750"
"2018","01","447","8 Ave & W 52 St","40.76370739","-73.9851615","1750"
"2018","01","3140","1 Ave & E 78 St","40.77140426","-73.9535166","1741"
"2018","01","480","W 53 St & 10 Ave","40.76669671","-73.99061728","1729"
"2018","01","346","Bank St & Hudson St","40.73652889","-74.00618026","1726"
"2018","01","3463","E 16 St & Irving Pl","40.735367055605394","-73.98797392845154","1702"
"2018","01","500","Broadway & W 51 St","40.76228826","-73.98336183","1697"
"2018","01","394","E 9 St & Avenue C","40.72521311","-73.97768752","1689"
"2018","01","305","E 58 St & 3 Ave","40.76095756","-73.96724467","1687"
"2018","01","485","W 37 St & 5 Ave","40.75038009","-73.98338988","1665"
"2018","01","3165","Central Park West & W 72 St","40.77579376683666","-73.9762057363987","1656"
"2018","01","3467","W Broadway & Spring Street","40.72494672359416","-74.00165855884552","1654"
"2018","01","405","Washington St & Gansevoort St","40.739323","-74.008119","1652"
"2018","01","3093","N 6 St & Bedford Ave","40.71745169","-73.95850939","1643"
"2018","01","268","Howard St & Centre St","40.71910537","-73.99973337","1630"
"2018","01","3147","E 85 St & 3 Ave","40.77801203","-73.95407149","1626"
"2018","01","3163","Central Park West & W 68 St","40.7734066","-73.97782542","1626"
"2018","01","539","Metropolitan Ave & Bedford Ave","40.71534825","-73.96024116","1606"
"2018","01","3409","Bergen St & Smith St","40.6867443","-73.99063168","1596"
"2018","01","3235","E 41 St & Madison Ave","40.752165280621966","-73.97992193698882","1588"
"2018","01","328","Watts St & Greenwich St","40.72405549","-74.00965965","1565"
"2018","01","501","FDR Drive & E 35 St","40.744219","-73.97121214","1564"
"2018","01","319","Fulton St & Broadway","40.711066","-74.009447","1561"
"2018","01","3466","W 45 St & 6 Ave (OLD)","40.75668720603179","-73.98257732391357","1557"
"2018","01","325","E 19 St & 3 Ave","40.73624527","-73.98473765","1555"
