"year","month","end station id","end station name","end station latitude","end station longitude","num_trips"
"2018","01","456","E 53 St & Madison Ave","40.7597108","-73.97402311","1498"
"2018","01","254","W 11 St & 6 Ave","40.73532427","-73.99800419","1490"
"2018","01","440","E 45 St & 3 Ave","40.75255434","-73.97282625","1483"
"2018","01","469","Broadway & W 53 St","40.76344058","-73.98268129","1482"
"2018","01","315","South St & Gouverneur Ln","40.70355377","-74.00670227","1478"
"2018","01","525","W 34 St & 11 Ave","40.75594159","-74.0021163","1460"
"2018","01","3090","N 8 St & Driggs Ave","40.71774592","-73.95600096","1459"
"2018","01","3175","W 70 St & Amsterdam Ave","40.77748046","-73.98288594","1440"
"2018","01","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","1434"
"2018","01","355","Bayard St & Baxter St","40.71602118","-73.99974372","1424"
"2018","01","252","MacDougal St & Washington Sq","40.73226398","-73.99852205","1413"
"2018","01","377","6 Ave & Canal St","40.72243797","-74.00566443","1410"
"2018","01","455","1 Ave & E 44 St","40.75001986","-73.96905301","1405"
"2018","01","508","W 46 St & 11 Ave","40.76341379","-73.99667444","1405"
"2018","01","533","Broadway & W 38 St","40.75299641","-73.98721619","1402"
"2018","01","3132","E 59 St & Madison Ave","40.76350532","-73.97109243","1389"
"2018","01","280","E 10 St & 5 Ave","40.73331967","-73.99510132","1388"
"2018","01","303","Mercer St & Spring St","40.72362738","-73.99949601","1387"
"2018","01","2010","Grand St & Greene St","40.72165481","-74.00234737","1376"
"2018","01","3168","Central Park West & W 85 St","40.78472675","-73.96961715","1366"
"2018","01","3016","Kent Ave & N 7 St","40.72036775298455","-73.96165072917938","1351"
"2018","01","513","W 56 St & 10 Ave","40.768254","-73.988639","1349"
"2018","01","2002","Wythe Ave & Metropolitan Ave","40.716887","-73.963198","1343"
"2018","01","253","W 13 St & 5 Ave","40.73543934","-73.99453948","1327"
"2018","01","350","Clinton St & Grand St","40.71559509","-73.9870295","1325"
"2018","01","72","W 52 St & 11 Ave","40.76727216","-73.99392888","1322"
